Wavelength_nm_,n__mid__0,n__mid__1,n__mid__2,n__mid__3,n__mid__4,n__mid__5,n__mid__6,n__mid__7,n__mid__15,n__mid__14,n__mid__13,n__mid__12,n__mid__11,n__mid__10,n__mid__9,n__mid__8
1350,0.838405694984,0.7695212721333,0.7218786628334,0.6812361817749,0.6439922634969,0.5915849936268,0.5531718146351,0.4852504520508,0.005036658552265,0.009310660265457,0.03198566863038,0.07894205061842,0.1407237256435,0.2243874076581,0.3219905237676,0.3994074553684
1357.14285714286,0.84459071323494,0.778290641616475,0.731977717223768,0.691670166058845,0.652636250523071,0.60095085703634,0.560241014330589,0.49064120409893,0.00503703327672331,0.0107366299858407,0.0353474008319125,0.0828278248464657,0.146521603681986,0.230526188095631,0.326604833706937,0.40714012893659
1364.28571428571,0.850677991525515,0.786918355780466,0.741896337621845,0.701897586413583,0.661135375418513,0.610112217330883,0.567148146671456,0.495954961053914,0.00503814946470028,0.0121329240799719,0.0386235188551086,0.0866318835887687,0.152172653757034,0.236509453780949,0.331136362927022,0.414673926178264
1371.42857142857,0.856663894857501,0.795398950440032,0.751626211246811,0.711906774380793,0.66948368814447,0.619054515879718,0.573879952725814,0.50118928407597,0.00503999513809901,0.0134976678067662,0.0418026968834091,0.0903489346577464,0.15765832242657,0.242317502359119,0.335581268353198,0.421970407756943
1378.57142857143,0.862544788232675,0.803726961409928,0.761159025317841,0.721686061502149,0.677675238662182,0.627763194052135,0.580423173561772,0.506341734325318,0.00504255831882259,0.0148289864251387,0.0448736091002545,0.0939736858658154,0.162960056248518,0.247930631475207,0.339935706910806,0.42899113433615
1385.71428571429,0.868317036652816,0.811896924504914,0.770486467054113,0.731223779319332,0.68570407693289,0.636223693217425,0.586764550247442,0.511409872962176,0.00504582702877408,0.0161250051940051,0.0478249296890859,0.0975008450253935,0.168059301780806,0.253329138774276,0.344195835525191,0.435697666579408
1392.85714285714,0.873977005119699,0.819903375539745,0.779600223674803,0.740508259374016,0.693564252917837,0.644421454744875,0.592890823850936,0.516391261146765,0.00504978928985658,0.0173838493722806,0.0506453328333437,0.100925119948897,0.172937505581358,0.258493321901392,0.348357811121694,0.44205156515024
1400,0.879521058635102,0.82774085032918,0.788491982399089,0.74952783320788,0.701249816578263,0.652341920003775,0.598788735440365,0.521283460039303,0.00505443312397318,0.0186036442188807,0.0533234927164688,0.104241218448744,0.177576114208101,0.26340347850162,0.352417790625658,0.448014390712168
1407.14285714286,0.884945562200802,0.835403884687976,0.797153430446148,0.758270832362601,0.708754817875411,0.659970530363415,0.60444502608384,0.52608403080001,0.00505974655302696,0.0197825149927208,0.0558480835219019,0.107443848337351,0.18195657421896,0.268039906220024,0.356371930962426,0.453547703928715
1414.28571428571,0.890246880818577,0.842887014430891,0.805576255035157,0.766725588379856,0.716073306770521,0.667292727193085,0.609846436849471,0.530790534589104,0.005065717598921,0.0209185869527162,0.0582077794330837,0.110527717427135,0.186060332171861,0.272382902701669,0.360216389057341,0.458613065463403
1421.42857142857,0.895421379490203,0.850184775372681,0.813752143385293,0.774880432801322,0.723199333224835,0.674293951862074,0.614979708805372,0.535400532566805,0.00507233428355838,0.0220099853577825,0.060391254633455,0.113487533530514,0.189868834624731,0.27641276559162,0.363947321835746,0.463172035979756
1428.57142857143,0.900465423217458,0.857291703328104,0.821672782715732,0.782723697168677,0.730126947199595,0.680959645739671,0.619831583019652,0.539911585893332,0.0050795846288422,0.0230548354668349,0.0623871833064564,0.116318004459904,0.193363528135493,0.280109792534942,0.367560886222982,0.467186176141296
1435.71428571429,0.905375377002119,0.864202334111919,0.829329860245654,0.790243713023597,0.736850198656042,0.687275250195166,0.624388800560424,0.544321255728905,0.00508745665667554,0.024051262538789,0.0641842396355289,0.119013838027723,0.196525859262076,0.283454281176699,0.371053239144394,0.470617046611545
1442.85714285714,0.910225677940181,0.871020880546554,0.836835922104141,0.79756768554968,0.743501071956023,0.693437629784289,0.62879270652374,0.548783052453394,0.00511088317467633,0.025030639972539,0.0658424224497203,0.121659707546286,0.199459846534226,0.286556329360599,0.374538888803475,0.473604644819037
1450,0.915174477725225,0.877969937031427,0.844438948965732,0.804983045032489,0.750358428019815,0.699880606425271,0.633363604532301,0.553607219433788,0.00518166196814252,0.026060702814988,0.0675156194418921,0.124439153681421,0.202428878018118,0.289694921857107,0.378255622201213,0.476545831470358
1457.14285714286,0.920170482577154,0.884978595656178,0.852068174238285,0.812415284743551,0.757330124650704,0.706480439278374,0.63801941289491,0.558675787058153,0.00529228681874718,0.0271206577650342,0.0691827178314716,0.127296617815553,0.205393744024654,0.292828712970679,0.382120319065599,0.479420289903488
