Wavelength_nm_,x_gamma_60Nm,x_gamma_80Nm,x_gamma_100Nm,x_gamma_120Nm,x_gamma__infty
1508,0.165649299219206,0.162215693135801,0.164137715425763,0.166861981512396,0.18984050139612
1509,0.165583865692476,0.162203501679158,0.164144171274128,0.166876784301355,0.189857069476119
1510,0.165518794723603,0.162191561074932,0.164150736109235,0.166891611895886,0.189873731151905
1511,0.16545408559275,0.16217987082507,0.164157409714698,0.166906464246739,0.189890486237648
1512,0.165389737581985,0.162168430432838,0.164164191874701,0.166921341304795,0.189907334548012
1513,0.165325749975273,0.162157239402814,0.164171082374003,0.166936243021064,0.189924275898149
1514,0.165262122058473,0.162146297240885,0.164178080997927,0.166951169346686,0.1899413101037
1515,0.165198853119326,0.162135603454243,0.164185187532366,0.166966120232929,0.189958436980794
1516,0.165135942447453,0.16212515755138,0.164192401763776,0.166981095631189,0.189975656346043
1517,0.165073389334352,0.162114959042084,0.164199723479177,0.166996095492994,0.189992968016544
1518,0.165011193073383,0.162105007437436,0.164207152466151,0.167011119769995,0.190010371809875
1519,0.16494935295977,0.162095302249802,0.164214688512837,0.167026168413973,0.190027867544095
1520,0.16488786829059,0.162085842992834,0.164222331407933,0.167041241376835,0.190045455037743
1521,0.16482673836477,0.162076629181461,0.164230080940694,0.167056338610616,0.190063134109833
1522,0.164765962483077,0.162067660331888,0.164237936900926,0.167071460067475,0.190080904579855
1523,0.164705539948118,0.162058935961588,0.164245899078989,0.167086605699697,0.190098766267774
1524,0.164645470064327,0.162050455589305,0.164253967265794,0.167101775459693,0.190116718994028
1525,0.164585752137966,0.162042218735043,0.164262141252798,0.167116969299999,0.190134762579525
1526,0.164526385477111,0.162034224920062,0.164270420832005,0.167132187173274,0.190152896845642
1527,0.164467369391654,0.162026473666879,0.164278805795967,0.167147429032303,0.190171121614224
1528,0.164408703193294,0.162018964499261,0.164287295937774,0.167162694829993,0.190189436707585
1529,0.164350386195526,0.16201169694222,0.164295891051062,0.167177984519375,0.1902078419485
1530,0.164292417713646,0.162004670522008,0.164304590930005,0.167193298053602,0.19022633716021
1531,0.164234797064734,0.161997884766118,0.164313395369313,0.167208635385951,0.190244922166415
1532,0.164177523567656,0.161991339203275,0.164322304164234,0.167223996469818,0.19026359679128
1533,0.164120596543054,0.161985033363434,0.164331317110549,0.167239381258724,0.190282360859425
1534,0.164064015313341,0.161978966777775,0.164340434004572,0.16725478970631,0.190301214195928
1535,0.164007779202697,0.161973138978701,0.164349654643149,0.167270221766337,0.190320156626323
1536,0.163951887537061,0.161967549499831,0.164358978823652,0.167285677392688,0.190339187976598
1537,0.163896339644127,0.161962197875999,0.164368406343985,0.167301156539363,0.190358308073196
1538,0.163841134853336,0.161957083643249,0.164377937002573,0.167316659160484,0.190377516743008
1539,0.163786272495875,0.161952206338831,0.164387570598366,0.167332185210293,0.190396813813378
1540,0.163731751904664,0.161947565501195,0.164397306930839,0.167347734643149,0.190416199112097
1541,0.163677572414357,0.16194316066999,0.164407145799985,0.16736330741353,0.190435672467402
1542,0.163623733361334,0.161938991386061,0.164417087006315,0.167378903476033,0.190455233707978
1543,0.163570234083695,0.16193505719144,0.164427130350859,0.167394522785371,0.190474882662951
1544,0.163517073921255,0.16193135762935,0.164437275635163,0.167410165296377,0.190494619161894
1545,0.163464252215537,0.161927892244191,0.164447522661284,0.167425830963997,0.190514443034817
1546,0.163411768309769,0.161924660581546,0.164457871231795,0.167441519743296,0.190534354112172
1547,0.163359621548877,0.161921662188171,0.164468321149776,0.167457231589457,0.190554352224848
1548,0.163307811279479,0.161918896611994,0.164478872218817,0.167472966457776,0.190574437204174
1549,0.163256336849881,0.161916363402112,0.164489524243016,0.167488724303664,0.19059460888191
1550,0.16320519761007,0.161914062108781,0.164500277026975,0.167504505082649,0.190614867090255
1551,0.163154392911711,0.161911992283421,0.164511130375802,0.167520308750373,0.190635211661836
1552,0.163103922108137,0.161910153478606,0.164522084095105,0.167536135262592,0.190655642429716
1553,0.16305378455435,0.161908545248064,0.164533137990995,0.167551984575177,0.190676159227384
1554,0.16300397960701,0.161907167146672,0.16454429187008,0.167567856644111,0.190696761888761
1555,0.162954506624433,0.161906018730448,0.164555545539467,0.167583751425492,0.190717450248191
1556,0.162905364966583,0.161905099556556,0.164566898806759,0.167599668875529,0.190738224140449
1557,0.162856553995071,0.161904409183297,0.16457835148005,0.167615608950545,0.19075908340073
1558,0.162808073073144,0.161903947170103,0.164589903367931,0.167631571606975,0.190780027864656
1559,0.162759921565685,0.161903713077539,0.164601554279482,0.167647556801364,0.190801057368267
1560,0.162712098839204,0.161903706467297,0.164613304024273,0.167663564490371,0.190822171748025
1561,0.162664604261836,0.161903926902191,0.164625152412362,0.167679594630764,0.190843370840812
1562,0.162617437203331,0.161904373946153,0.164637099254293,0.167695647179423,0.190864654483927
1563,0.162570597035056,0.161905047164234,0.164649144361094,0.167711722093339,0.190886022515086
1564,0.162524083129983,0.161905946122597,0.16466128754428,0.167727819329609,0.190907474772417
1565,0.162477894862687,0.161907070388513,0.164673528615843,0.167743938845446,0.190929011094466
1566,0.16243203160934,0.161908419530356,0.164685867388258,0.167760080598166,0.19095063132019
1567,0.16238649274771,0.161909993117607,0.164698303674478,0.167776244545197,0.190972335288954
1568,0.162341277657147,0.16191179072084,0.164710837287933,0.167792430644078,0.190994122840538
1569,0.162296385718587,0.161913811911728,0.164723468042529,0.167808638852451,0.191015993815126
1570,0.162251816314542,0.161916056263032,0.164736195752647,0.16782486912807,0.191037948053312
1571,0.162207568829096,0.161918523348604,0.164749020233138,0.167841121428795,0.191059985396095
