Wavelength_nm_,N__SWG__15,N__SWG__14,N__SWG__13,N__SWG__12,N__SWG__11,N__SWG__10,N__SWG__9,N__SWG__8,N__SWG__7,N__SWG__6,N__SWG__5,N__SWG__4,N__SWG__3,N__SWG__2
1494.97487437186,0.944357046275331,0.896679170337604,0.822140851343001,0.725338011553879,0.621041249385367,0.514535197582588,0.410320853970769,0.310144065564865,0.224419083508056,0.147448945868034,0.0854644612332664,0.038397328096991,0.010239023405399,0.000184742557127341
1493.46733668342,0.944387240294993,0.896449690969634,0.821666361644859,0.724974365456906,0.620585389374686,0.514085537564485,0.409846408834377,0.309770158610033,0.224158793191311,0.147248341971553,0.0854061507791527,0.0384322153726624,0.010262394058351,0.000178417983125686
1491.95979899497,0.944394375363706,0.896125496202922,0.821067517817071,0.724619570473446,0.620138814796435,0.513652419840065,0.409378866029424,0.309414557977269,0.223903516913679,0.147062890515792,0.0853514822367018,0.0384739395694945,0.0102862313804941,0.000175381869236621
1490.45226130653,0.944368240572766,0.895711063602657,0.820391542846826,0.724273629585859,0.619701641895336,0.513235332455345,0.4089184539287,0.309076888161027,0.223652764030464,0.146892987504993,0.0853014977608939,0.0385218566618747,0.0103111639774249,0.000175423264736013
1488.94472361809,0.944297619418673,0.895210018669106,0.819689149041006,0.723936384271414,0.619273886104163,0.512833540450061,0.408465426650389,0.308756559902623,0.223406160596758,0.146738844131858,0.085257356889507,0.0385752285801746,0.0103380040077626,0.00017829222438974
1487.43718592965,0.944171812085949,0.894625047924838,0.819008432957212,0.723607491077659,0.618855461463485,0.512446099496027,0.408020040716563,0.308452787565381,0.223163443485488,0.146600475026235,0.0852202668410892,0.0386332716303831,0.0103677048058974,0.00018371253384599
1485.92964824121,0.943982131933411,0.893958683299681,0.818389580328503,0.723286407743075,0.618446183104814,0.512071871092092,0.407582536074382,0.308164607123353,0.222924451749524,0.146477692837452,0.0851914138175262,0.0386952119593054,0.0104013068435569,0.000191397624051744
1484.42211055276,0.94372319850463,0.893214684474391,0.817861304517929,0.722972392775046,0.618045770791748,0.511709539830641,0.40715312179269,0.307890894266975,0.222689115299246,0.146370109797025,0.0851718964383702,0.0387603468735175,0.0104398738274198,0.000201068623718832
1482.91457286432,0.943393911282299,0.892399681170056,0.817439319803354,0.722664520235595,0.617653852131748,0.511357633291745,0.406731966203292,0.307630382540587,0.222457441246924,0.146277146218654,0.0851626629249957,0.0388281084056815,0.010484423204133,0.000212472979308791
1481.40703517588,0.942997987720309,0.891524670042869,0.817126070957004,0.722361706898418,0.617269965993203,0.511014544838918,0.406319190747046,0.307381681930414,0.222229499115137,0.146198044535583,0.0851644554178509,0.0388981216663314,0.0105358589745832,0.000225401126266257
1479.89949748744,0.942543957386152,0.890605986824315,0.816911218180242,0.722062748426163,0.616893566398776,0.510678560053805,0.405914866068841,0.307143298865261,0.222005405968961,0.146131887307393,0.0851777649945954,0.0389702508799498,0.0105949140635857,0.000239699068551317
1478.391959799,0.942044579467375,0.889665477899186,0.816772944552253,0.721766363497331,0.616524025470217,0.510347888421372,0.405519008149935,0.306913659073703,0.221785311718092,0.146077618298451,0.0852028008984635,0.0390446276011338,0.0106621074596607,0.000255275585706474
1476.88442211055,0.941515742446818,0.888729701880128,0.816680065183044,0.721471245275697,0.616160633833636,0.510020701621261,0.405131572459586,0.306691134499827,0.221569384561836,0.146034065974443,0.0852394780863234,0.0391216565240558,0.0107377197767833,0.000272103604334859
1475.37688442211,0.940974998236722,0.887828135142323,0.816594638705676,0.721176117222046,0.615802598949887,0.509695178003543,0.404752445517444,0.306474074326551,0.221357797095688,0.145999968300217,0.0852874284397029,0.0392019944535018,0.0108217899116675,0.000290215999480139
1473.86934673367,0.940439952031406,0.886990587552283,0.816474933581301,0.720879789385394,0.615449042695917,0.509369551972035,0.404381433939042,0.306260839603256,0.221150713704508,0.145973997664381,0.0853460411329072,0.0392864987945795,0.0109141343736212,0.000309696645520805
1472.36180904523,0.939926702809626,0.886244313292035,0.816279099908009,0.720581211200486,0.615098999822154,0.509042166591909,0.404018251358248,0.306049840755665,0.220948279724081,0.145954784953791,0.0854145311959227,0.0393761481332146,0.0110143871434389,0.00033066785054408
1470.85427135678,0.939448502704681,0.885611388675943,0.815969433196814,0.72027951625154,0.614751419666424,0.508711527002302,0.40366250418008,0.305839576969018,0.220750612711277,0.14594094208797,0.0854920246654758,0.039471947651048,0.0111220520581916,0.000353275867146565
1469.34673366834,0.939014811748513,0.885106843359405,0.81551691815768,0.719974053492671,0.614405174601289,0.508376351271046,0.403313677838504,0.3056286760739,0.220557796099553,0.145931082575844,0.085577646785568,0.0395748336064984,0.0112365588315974,0.000377676146292242
1467.8391959799,0.938630869786587,0.884737788238952,0.814905428310658,0.719664398371693,0.614059079740675,0.508035614530878,0.402971125872915,0.305415933199562,0.220369875602764,0.145923839711288,0.0856706025906226,0.0396855877206587,0.0113573158209306,0.000404019585747371
1466.33165829146,0.938297826150628,0.884503597870185,0.814135032958872,0.719350336215362,0.613711929482881,0.507688581497009,0.402634064752452,0.305200346092943,0.22018685889973,0.145917881983677,0.0857702414346599,0.0398047693811054,0.011483754497316,0.000432440600049136
1464.82412060301,0.938013383449463,0.884397079873579,0.813224223389383,0.719056324503986,0.613409389517154,0.507352191178763,0.402359398633309,0.304998255159858,0.220062458139594,0.145943514639105,0.0858760976827665,0.03993267200884,0.0116153617534729,0.000463047463679879
1463.31658291457,0.937772824950926,0.884406432912954,0.812210759976768,0.718759338336723,0.61308193726939,0.507007171218851,0.402072224571863,0.304786719507216,0.219935546773788,0.145958908809911,0.0859878993947898,0.0400693092912894,0.0117516969128033,0.000495915049326934
1461.80904522613,0.937570232595338,0.884517588039759,0.81114994907339,0.718459066728637,0.612732473222245,0.506655271184825,0.401772266505934,0.304567846160954,0.219805023722407,0.145964672522369,0.0861055400526217,0.0402144339001032,0.0118923922273731,0.000531079880042691
1460.30150753769,0.937399714682438,0.884716298524929,0.810109630911124,0.718155803519731,0.612365333894557,0.506298276870644,0.401461087465445,0.304343627724251,0.219670878833193,0.145962238639975,0.0862290213838986,0.0403675815859196,0.0120371406216513,0.000568537502213147
