Wavelength_nm_,m
1502.652,-0.0747691772572966
1502.656,-0.0747691795168668
1502.66,-0.0747691818314841
1502.664,-0.074769184200999
1502.668,-0.0747691866149647
1502.672,-0.0747691890726316
1502.676,-0.0747691915739043
1502.68,-0.0747691941185175
1502.684,-0.074769196706034
1502.688,-0.0747691993364796
1502.692,-0.0747692020097727
1502.696,-0.0747692047254616
1502.7,-0.0747692074836727
1502.704,-0.0747692102842891
1502.708,-0.074769213127211
1502.712,-0.0747692160123963
1502.716,-0.0747692189393306
1502.72,-0.0747692219083394
1502.724,-0.0747692249189615
1502.728,-0.0747692279711377
1502.732,-0.0747692310646112
1502.736,-0.0747692341991508
1502.74,-0.0747692373753377
1502.744,-0.0747692405930206
1502.748,-0.0747692438521631
1502.752,-0.0747692471526018
1502.756,-0.0747692504944383
1502.76,-0.0747692538777736
1502.764,-0.0747692573026754
1502.768,-0.0747692607690941
1502.772,-0.0747692642769822
1502.776,-0.0747692678263605
1502.78,-0.0747692714171513
1502.784,-0.0747692750494442
1502.788,-0.074769278723377
1502.792,-0.0747692824390788
1502.796,-0.0747692861963773
1502.8,-0.0747692899949439
1502.804,-0.0747692938352593
1502.808,-0.0747692977169694
1502.812,-0.074769301640392
1502.816,-0.0747693056053961
1502.82,-0.0747693096117355
1502.824,-0.0747693136596606
1502.828,-0.0747693177491167
1502.832,-0.0747693218802503
1502.836,-0.074769326052974
1502.84,-0.0747693302670643
1502.844,-0.07476933452246
1502.848,-0.0747693388195071
1502.852,-0.0747693431579703
1502.856,-0.0747693475375175
1502.86,-0.0747693519583419
1502.864,-0.0747693564202765
1502.868,-0.0747693609231295
1502.872,-0.0747693654670827
1502.876,-0.0747693700517312
1502.88,-0.074769374677328
1502.884,-0.0747693793436738
1502.888,-0.0747693840503866
1502.892,-0.0747693887974013
1502.896,-0.0747693935848492
1502.9,-0.0747693984124976
1502.904,-0.0747694032804325
1502.908,-0.0747694081886504
1502.912,-0.074769413136887
1502.916,-0.0747694181252279
1502.92,-0.0747694231533094
1502.924,-0.0747694282208267
1502.928,-0.0747694333281403
1502.932,-0.0747694384750312
1502.936,-0.0747694436610669
1502.94,-0.0747694488862478
1502.944,-0.0747694541506284
1502.948,-0.0747694594539166
1502.952,-0.0747694647962523
1502.956,-0.074769470177229
1502.96,-0.0747694755967125
1502.964,-0.0747694810547492
1502.968,-0.0747694865511283
1502.972,-0.0747694920858084
1502.976,-0.0747694976586121
1502.98,-0.0747695032697278
1502.984,-0.0747695089188358
1502.988,-0.0747695146057107
1502.992,-0.074769520329659
1502.996,-0.0747695260908131
1503,-0.0747695318891669
1503.004,-0.0747695377246226
1503.008,-0.0747695435971438
1503.012,-0.0747695495062965
1503.016,-0.0747695554521308
1503.02,-0.074769561434432
1503.024,-0.0747695674529266
1503.028,-0.0747695735074506
1503.032,-0.0747695795981863
1503.036,-0.0747695857248601
1503.04,-0.0747695918874168
1503.044,-0.0747695980854288
1503.048,-0.0747696043192591
1503.052,-0.0747696105885453
1503.056,-0.0747696168934048
1503.06,-0.0747696232336057
1503.064,-0.0747696296087724
1503.068,-0.0747696360187956
1503.072,-0.0747696424633753
1503.076,-0.0747696489425074
1503.08,-0.0747696554560812
1503.084,-0.0747696620034983
1503.088,-0.0747696685847449
1503.092,-0.0747696751998103
1503.096,-0.074769681848341
1503.1,-0.0747696885301357
1503.104,-0.074769695244859
1503.108,-0.0747697019924558
1503.112,-0.0747697087725444
1503.116,-0.0747697155850041
1503.12,-0.074769722429705
1503.124,-0.0747697293066265
1503.128,-0.0747697362157049
1503.132,-0.0747697431566667
1503.136,-0.0747697501295314
1503.14,-0.0747697571339796
1503.144,-0.0747697641696593
1503.148,-0.0747697712362394
1503.152,-0.074769778333855
1503.156,-0.074769785461973
1503.16,-0.0747697926203656
1503.164,-0.0747697998086039
1503.168,-0.0747698070265833
1503.172,-0.0747698142744093
1503.176,-0.0747698215517136
1503.18,-0.074769828858219
1503.184,-0.0747698361934157
1503.188,-0.0747698435572538
1503.192,-0.0747698509496624
1503.196,-0.0747698583703806
1503.2,-0.0747698658190658
1503.204,-0.0747698732955166
1503.208,-0.0747698807996663
1503.212,-0.0747698883313011
1503.216,-0.0747698958897727
1503.22,-0.074769903475032
1503.224,-0.0747699110869297
1503.228,-0.074769918725096
1503.232,-0.0747699263899392
1503.236,-0.0747699340811671
1503.24,-0.0747699417984126
1503.244,-0.0747699495414731
1503.248,-0.0747699573101039
1503.252,-0.0747699651046099
1503.256,-0.0747699729246529
1503.26,-0.0747699807703238
1503.264,-0.0747699886416661
1503.268,-0.0747699965385956
1503.272,-0.0747700044609368
1503.276,-0.0747700124086109
1503.28,-0.0747700203816683
1503.284,-0.0747700283799255
1503.288,-0.0747700364031576
1503.292,-0.074770044451505
1503.296,-0.074770052524667
1503.3,-0.0747700606229214
1503.304,-0.0747700687463699
1503.308,-0.0747700768952158
1503.312,-0.074770085069383
1503.316,-0.0747700932688367
1503.32,-0.0747701014934088
1503.324,-0.0747701097437142
1503.328,-0.0747701180196689
1503.332,-0.0747701263212442
1503.336,-0.074770134648467
1503.34,-0.0747701430013116
1503.344,-0.0747701513799039
1503.348,-0.0747701597841031
1503.352,-0.0747701682140303
1503.356,-0.0747701766697785
1503.36,-0.0747701851514584
1503.364,-0.0747701936585475
1503.368,-0.0747702021912526
1503.372,-0.0747702107496496
1503.376,-0.0747702193338863
1503.38,-0.074770227943734
1503.384,-0.0747702365794354
1503.388,-0.0747702452408218
1503.392,-0.0747702539277685
1503.396,-0.0747702626402339
1503.4,-0.0747702713783209
1503.404,-0.0747702801417831
1503.408,-0.0747702889304903
1503.412,-0.0747702977441119
1503.416,-0.0747703065825283
1503.42,-0.0747703154455561
1503.424,-0.0747703243330379
1503.428,-0.0747703332449107
1503.432,-0.0747703421813647
1503.436,-0.0747703511421517
1503.44,-0.0747703601271008
1503.444,-0.0747703691357712
1503.448,-0.0747703781679892
1503.452,-0.0747703872238992
1503.456,-0.074770396303617
1503.46,-0.0747704054060857
1503.464,-0.0747704145314923
1503.468,-0.074770423679562
1503.472,-0.0747704328545047
1503.476,-0.0747704420578042
1503.48,-0.074770451289308
1503.484,-0.0747704605487926
1503.488,-0.0747704698359065
1503.492,-0.0747704791508283
1503.496,-0.0747704884931349
1503.5,-0.0747704978625908
1503.504,-0.0747705072591944
1503.508,-0.0747705166821421
1503.512,-0.0747705261314333
1503.516,-0.0747705356068561
1503.52,-0.07477054510872
1503.524,-0.0747705546366477
1503.528,-0.0747705641905402
1503.532,-0.0747705737697697
1503.536,-0.0747705833747803
1503.54,-0.0747705930049633
1503.544,-0.0747706026602761
1503.548,-0.0747706123408201
1503.552,-0.0747706220459957
1503.556,-0.0747706317756699
1503.56,-0.0747706415296125
1503.564,-0.074770651307497
1503.568,-0.0747706611093469
1503.572,-0.0747706709350586
1503.576,-0.0747706807844826
1503.58,-0.0747706906578356
1503.584,-0.0747707005547208
1503.588,-0.0747707104750209
1503.592,-0.0747707204188967
1503.596,-0.0747707303861414
1503.6,-0.0747707403765703
1503.604,-0.074770750390038
1503.608,-0.0747707604263162
1503.612,-0.0747707704851447
1503.616,-0.0747707805668111
1503.62,-0.0747707906711581
1503.624,-0.0747708007983569
1503.628,-0.0747708109482878
1503.632,-0.0747708211211091
1503.636,-0.0747708313161997
1503.64,-0.0747708415335536
1503.644,-0.07477085177318
1503.648,-0.074770862034725
1503.652,-0.0747708723182251
1503.656,-0.0747708826234653
1503.66,-0.0747708929505136
1503.664,-0.0747709032989747
1503.668,-0.07477091366893
1503.672,-0.0747709240600476
1503.676,-0.0747709344724679
1503.68,-0.0747709449061028
1503.684,-0.0747709553607389
1503.688,-0.0747709658365565
1503.692,-0.0747709763331708
1503.696,-0.0747709868505005
1503.7,-0.0747709973884668
1503.704,-0.0747710079467483
1503.708,-0.0747710185252474
1503.712,-0.0747710291241451
1503.716,-0.0747710397431316
1503.72,-0.0747710503823288
1503.724,-0.0747710610414937
1503.728,-0.0747710717204587
1503.732,-0.0747710824189193
