Wavelength_nm_,m
1502.796,-0.0748287491628659
1502.8,-0.0748290078810886
1502.804,-0.0748292670541165
1502.808,-0.0748295266814881
1502.812,-0.0748297867628447
1502.816,-0.0748300472977772
1502.82,-0.0748303082861273
1502.824,-0.0748305697275592
1502.828,-0.0748308316213824
1502.832,-0.0748310939671882
1502.836,-0.0748313567646135
1502.84,-0.0748316200132873
1502.844,-0.0748318837126892
1502.848,-0.0748321478624603
1502.852,-0.0748324124622643
1502.856,-0.0748326775116124
1502.86,-0.0748329430101138
1502.864,-0.0748332089572623
1502.868,-0.0748334753526994
1502.872,-0.074833742196099
1502.876,-0.0748340094869202
1502.88,-0.0748342772249666
1502.884,-0.0748345454097282
1502.888,-0.0748348140408467
1502.892,-0.0748350831178473
1502.896,-0.0748353526401026
1502.9,-0.0748356226073646
1502.904,-0.0748358930191104
1502.908,-0.0748361638748664
1502.912,-0.0748364351741326
1502.916,-0.0748367069164774
1502.92,-0.0748369791015519
1502.924,-0.074837251728632
1502.928,-0.0748375247973169
1502.932,-0.0748377983072608
1502.936,-0.0748380722578229
1502.94,-0.0748383466483355
1502.944,-0.0748386214784051
1502.948,-0.0748388967474055
1502.952,-0.0748391724551411
1502.956,-0.0748394486009637
1502.96,-0.0748397251844382
1502.964,-0.0748400022050302
1502.968,-0.074840279662339
1502.972,-0.0748405575558519
1502.976,-0.0748408358850586
1502.98,-0.0748411146496292
1502.984,-0.0748413938492062
1502.988,-0.0748416734831951
1502.992,-0.0748419535511702
1502.996,-0.0748422340527761
1503,-0.0748425149876442
1503.004,-0.0748427963552989
1503.008,-0.0748430781552716
1503.012,-0.0748433603871743
1503.016,-0.0748436430505594
1503.02,-0.074843926145132
1503.024,-0.0748442096707053
1503.028,-0.074844493626904
1503.032,-0.0748447780134182
1503.036,-0.0748450628300009
1503.04,-0.0748453480761421
1503.044,-0.0748456337516304
1503.048,-0.0748459198561571
1503.052,-0.0748462063893679
1503.056,-0.074846493350822
1503.06,-0.0748467807404158
1503.064,-0.0748470685579071
1503.068,-0.0748473568027506
1503.072,-0.0748476454749175
1503.076,-0.0748479345741092
1503.08,-0.074848224100093
1503.084,-0.0748485140526577
1503.088,-0.074848804431501
1503.092,-0.0748490952363511
1503.096,-0.0748493864668752
1503.1,-0.074849678122756
1503.104,-0.0748499702037881
1503.108,-0.074850262709901
1503.112,-0.0748505556406634
1503.116,-0.0748508489960604
1503.12,-0.0748511427764886
1503.124,-0.0748514369930813
1503.128,-0.0748517316456793
1503.132,-0.0748520267343382
1503.136,-0.074852322258522
1503.14,-0.0748526182179152
1503.144,-0.0748529146123771
1503.148,-0.0748532114415798
1503.152,-0.0748535087055664
1503.156,-0.0748538064039858
1503.16,-0.0748541045365341
1503.164,-0.074854403103065
1503.168,-0.0748547021031138
1503.172,-0.0748550015364823
1503.176,-0.074855301402716
1503.18,-0.0748556017018485
1503.184,-0.0748559024335743
1503.188,-0.0748562035974611
1503.192,-0.074856505193506
1503.196,-0.0748568072213896
1503.2,-0.0748571096807882
1503.204,-0.0748574125715138
1503.208,-0.0748577158931907
1503.212,-0.0748580196457161
1503.216,-0.0748583238284177
1503.22,-0.0748586284413441
1503.224,-0.0748589334839426
1503.228,-0.0748592389558729
1503.232,-0.0748595448569834
1503.236,-0.0748598511867803
1503.24,-0.074860157944945
1503.244,-0.0748604651312239
1503.248,-0.0748607727452231
1503.252,-0.0748610807865212
1503.256,-0.0748613892548394
1503.26,-0.0748616981497084
1503.264,-0.0748620074708084
1503.268,-0.0748623172178092
1503.272,-0.0748626273904115
1503.276,-0.074862937988342
1503.28,-0.0748632490108891
1503.284,-0.0748635604575951
1503.288,-0.0748638723281141
1503.292,-0.0748641846221589
1503.296,-0.0748644973390603
1503.3,-0.0748648104785907
1503.304,-0.0748651240403931
1503.308,-0.0748654379802962
1503.312,-0.0748657521744046
1503.316,-0.0748660666224676
1503.32,-0.0748663813240579
1503.324,-0.0748666962787095
1503.328,-0.0748670114857502
1503.332,-0.0748673269446306
1503.336,-0.07486764265516
1503.34,-0.0748679586167441
1503.344,-0.0748682748288172
1503.348,-0.0748685912908556
1503.352,-0.0748689080022678
1503.356,-0.0748692249629442
1503.36,-0.0748695421721523
1503.364,-0.0748698596294051
1503.368,-0.0748701773343357
1503.372,-0.0748704952866887
1503.376,-0.0748708134857678
1503.38,-0.0748711319312075
1503.384,-0.0748714506226362
1503.388,-0.0748717695596231
1503.392,-0.0748720887416619
1503.396,-0.0748724081684812
1503.4,-0.0748727277670947
1503.404,-0.0748730474376702
1503.408,-0.0748733671796342
1503.412,-0.074873686992619
1503.416,-0.0748740068763838
1503.42,-0.0748743266685389
1503.424,-0.0748746463471272
1503.428,-0.0748749659119363
1503.432,-0.074875285362794
1503.436,-0.0748756046997425
1503.44,-0.074875923922407
1503.444,-0.0748762430307222
1503.448,-0.0748765620248477
1503.452,-0.0748768809047522
1503.456,-0.0748771996702364
1503.46,-0.0748775183211664
1503.464,-0.0748778368574036
1503.468,-0.0748781552789198
1503.472,-0.0748784735855961
1503.476,-0.0748787917771494
1503.48,-0.0748791098534647
1503.484,-0.0748794278144871
1503.488,-0.0748797456600986
1503.492,-0.0748800633900709
1503.496,-0.0748803810043756
1503.5,-0.0748806985028686
1503.504,-0.0748810158853179
1503.508,-0.0748813331517355
1503.512,-0.0748816503019975
1503.516,-0.0748819673360366
1503.52,-0.0748822842539383
1503.524,-0.0748826010557587
1503.528,-0.0748829177415472
1503.532,-0.0748832343112631
1503.536,-0.0748835507649339
1503.54,-0.0748838671026416
1503.544,-0.0748841833245322
1503.548,-0.0748844994305101
1503.552,-0.0748848154206742
1503.556,-0.0748851312946919
1503.56,-0.0748854470528103
1503.564,-0.0748857626947882
1503.568,-0.0748860782208633
1503.572,-0.074886393630839
1503.576,-0.0748867089247982
1503.58,-0.0748870241028004
1503.584,-0.0748873391650672
1503.588,-0.0748876541114387
1503.592,-0.0748879689421439
1503.596,-0.0748882836572656
1503.6,-0.0748885982568491
1503.604,-0.0748889127409036
1503.608,-0.0748892271096299
1503.612,-0.0748895413631814
1503.616,-0.0748898555017389
1503.62,-0.0748901695253473
1503.624,-0.0748904834341611
1503.628,-0.0748907972282259
1503.632,-0.074891110907784
1503.636,-0.0748914244728825
1503.64,-0.0748917379235901
1503.644,-0.0748920512600545
1503.648,-0.0748923644824489
1503.652,-0.0748926775909398
1503.656,-0.0748929905857396
1503.66,-0.0748933034671978
1503.664,-0.0748936162353059
1503.668,-0.0748939288902905
1503.672,-0.0748942414324467
1503.676,-0.074894553861957
1503.68,-0.0748948661789009
