Wavelength__mum_,TE_0_gamma__infty,TE_2_gamma__infty,TE_2_gamma_120_mum,TE_0_gamma_120_mum,TE_2_gamma_100_mum,TE_0_gamma_100_mum,TE_2_gamma_80_mum,TE_0_gamma_80_mum,TE_2_gamma_60_mum,TE_0_gamma_60_mum
1.463,2.42095182679245,2.14415965662179,1.89533898856228,2.13852229329258,1.8596783664703,2.09955715329102,1.81131451345485,2.04983074176015,1.73363029563908,1.98084966017655
1.464,2.42010475588914,2.14310559494526,1.89439327721073,2.13776276354142,1.858771849167,2.09881652890285,1.81046421895228,2.04910831785202,1.73287316037156,1.9801406882274
1.465,2.41925876392572,2.14205243774281,1.89344872848352,2.13700446347661,1.85786638729331,2.09807713742596,1.80961483820269,2.04838716210111,1.73211698988212,1.97943309765165
1.466,2.41841385090218,2.14100018501445,1.89250534238066,2.13624739309814,1.85696198084924,2.09733897886037,1.8087663712061,2.04766727450743,1.73136178417078,1.97872688844931
1.467,2.41757001681852,2.13994883676018,1.89156311890215,2.13549155240601,1.85605862983478,2.09660205320607,1.80791881796249,2.04694865507097,1.73060754323753,1.97802206062037
1.468,2.41672726167475,2.13889839297999,1.89062205804799,2.13473694140023,1.85515633424993,2.09586636046306,1.80707217847188,2.04623130379174,1.72985426708238,1.97731861416484
1.469,2.41588558547085,2.13784885367388,1.88968215981818,2.13398356008078,1.85425509409469,2.09513190063134,1.80622645273425,2.04551522066973,1.72910195570532,1.97661654908271
1.47,2.41504498820684,2.13680021884187,1.88874342421272,2.13323140844768,1.85335490936907,2.09439867371091,1.80538164074962,2.04480040570496,1.72835060910635,1.97591586537399
1.471,2.41420546988272,2.13575248848393,1.88780585123161,2.13248048650091,1.85245578007306,2.09366667970177,1.80453774251797,2.0440868588974,1.72760022728547,1.97521656303867
1.472,2.41336703049847,2.13470566260008,1.88686944087485,2.13173079424049,1.85155770620667,2.09293591860392,1.80369475803932,2.04337458024708,1.72685081024269,1.97451864207676
1.473,2.41252967005411,2.13365974119032,1.88593419314244,2.13098233166642,1.85066068776988,2.09220639041736,1.80285268731365,2.04266356975398,1.726102357978,1.97382210248825
1.474,2.41169338854963,2.13261472425464,1.88500010803438,2.13023509877868,1.84976472476271,2.0914780951421,1.80201153034098,2.0419538274181,1.72535487049141,1.97312694427314
1.475,2.41085818598504,2.13157061179305,1.88406718555067,2.12948909557729,1.84886981718516,2.09075103277812,1.8011712871213,2.04124535323946,1.72460834778291,1.97243316743144
1.476,2.41002406236033,2.13052740380554,1.88313542569131,2.12874432206223,1.84797596503721,2.09002520332543,1.8003319576546,2.04053814721803,1.7238627898525,1.97174077196314
1.477,2.4091910176755,2.12948510029212,1.88220482845629,2.12800077823352,1.84708316831888,2.08930060678403,1.7994935419409,2.03983220935384,1.72311819670018,1.97104975786825
1.478,2.40835905193055,2.12844370125278,1.88127539384563,2.12725846409115,1.84619142703016,2.08857724315392,1.79865603998018,2.03912753964687,1.72237456832596,1.97036012514676
1.479,2.40752816512548,2.12740320668753,1.88034712185932,2.12651737963512,1.84530074117106,2.08785511243511,1.79781945177246,2.03842413809713,1.72163190472983,1.96967187379868
1.48,2.4066983572603,2.12636361659636,1.87942001249735,2.12577752486544,1.84441111074156,2.08713421462758,1.79698377731772,2.03772200470461,1.72089020591179,1.968985003824
1.481,2.405869628335,2.12532493097928,1.87849406575974,2.1250388997821,1.84352253574168,2.08641454973134,1.79614901661598,2.03702113946932,1.72014947187185,1.96829951522272
1.482,2.40504197834959,2.12428714983628,1.87756928164648,2.12430150438509,1.84263501617142,2.08569611774639,1.79531516966723,2.03632154239125,1.71940970261,1.96761540799485
1.483,2.40421540730405,2.12325027316737,1.87664566015756,2.12356533867443,1.84174855203076,2.08497891867274,1.79448223647146,2.03562321347041,1.71867089812624,1.96693268214039
1.484,2.4033899151984,2.12221430097254,1.875723201293,2.12283040265012,1.84086314331972,2.08426295251037,1.79365021702869,2.0349261527068,1.71793305842058,1.96625133765933
1.485,2.40256550203263,2.1211792332518,1.87480190505278,2.12209669631214,1.83997879003829,2.0835482192593,1.7928191113389,2.03423036010041,1.71719618349301,1.96557137455167
1.486,2.40174216780675,2.12014507000515,1.87388177143691,2.1213642196605,1.83909549218648,2.08283471891951,1.79198891940211,2.03353583565125,1.71646027334353,1.96489279281742
1.487,2.40091991252075,2.11911181123257,1.8729628004454,2.12063297269521,1.83821324976428,2.08212245149101,1.79115964121831,2.03284257935932,1.71572532797215,1.96421559245657
1.488,2.40009873617463,2.11807945693409,1.87204499207823,2.11990295541626,1.83733206277169,2.08141141697381,1.79033127678749,2.03215059122461,1.71499134737886,1.96353977346913
1.489,2.39927863876839,2.11704800710969,1.87112834633541,2.11917416782365,1.83645193120871,2.08070161536789,1.78950382610967,2.03145987124713,1.71425833156366,1.96286533585509
1.49,2.39845962030204,2.11601746175937,1.87021286321695,2.11844660991738,1.83557285507535,2.07999304667327,1.78867728918484,2.03077041942687,1.71352628052656,1.96219227961445
1.491,2.39764168077556,2.11498782088314,1.86929854272283,2.11772028169745,1.8346948343716,2.07928571088994,1.78785166601299,2.03008223576384,1.71279519426755,1.96152060474722
1.492,2.39682482018898,2.113959084481,1.86838538485306,2.11699518316387,1.83381786909746,2.07857960801789,1.78702695659414,2.02939532025804,1.71206507278663,1.9608503112534
1.493,2.39600903854227,2.11293125255294,1.86747338960764,2.11627131431663,1.83294195925293,2.07787473805714,1.78620316092828,2.02870967290946,1.71133591608381,1.96018139913298
1.494,2.39519433583545,2.11190432509896,1.86656255698657,2.11554867515573,1.83206710483802,2.07717110100767,1.7853802790154,2.02802529371811,1.71060772415908,1.95951386838596
1.495,2.39438071206851,2.11087830211907,1.86565288698985,2.11482726568117,1.83119330585272,2.0764686968695,1.78455831085552,2.02734218268398,1.70988049701244,1.95884771901235
1.496,2.39356816724145,2.10985318361327,1.86474437961748,2.11410708589295,1.83032056229704,2.07576752564262,1.78373725644863,2.02666033980708,1.70915423464389,1.95818295101214
1.497,2.39275670135427,2.10882896958155,1.86383703486946,2.11338813579108,1.82944887417096,2.07506758732702,1.78291711579472,2.02597976508741,1.70842893705344,1.95751956438534
1.498,2.39194631440698,2.10780566002392,1.86293085274579,2.11267041537554,1.8285782414745,2.07436888192272,1.78209788889381,2.02530045852496,1.70770460424108,1.95685755913194
1.499,2.39113700639957,2.10678325494037,1.86202583324647,2.11195392464635,1.82770866420766,2.07367140942971,1.78127957574589,2.02462242011974,1.70698123620682,1.95619693525194
1.5,2.39032877733204,2.1057617543309,1.8611219763715,2.1112386636035,1.82684014237042,2.07297516984799,1.78046217635095,2.02394564987174,1.70625883295065,1.95553769274535
1.501,2.3895216272044,2.10474115819553,1.86021928212088,2.11052463224699,1.8259726759628,2.07228016317756,1.77964569070901,2.02327014778098,1.70553739447257,1.95487983161217
1.502,2.38871555601664,2.10372146653423,1.8593177504946,2.10981183057683,1.82510626498479,2.07158638941841,1.77883011882006,2.02259591384743,1.70481692077258,1.95422335185239
1.503,2.38791056376876,2.10270267934703,1.85841738149268,2.109100258593,1.8242409094364,2.07089384857056,1.7780154606841,2.02192294807112,1.70409741185069,1.95356825346601
1.504,2.38710665046077,2.1016847966339,1.85751817511511,2.10838991629552,1.82337660931761,2.070202540634,1.77720171630112,2.02125125045202,1.70337886770689,1.95291453645304
1.505,2.38630381609265,2.10066781839486,1.85662013136188,2.10768080368438,1.82251336462844,2.06951246560873,1.77638888567114,2.02058082099016,1.70266128834119,1.95226220081347
1.506,2.38550206066442,2.09965174462991,1.85572325023301,2.10697292075958,1.82165117536889,2.06882362349475,1.77557696879415,2.01991165968552,1.70194467375357,1.95161124654731
1.507,2.38470138417608,2.09863657533904,1.85482753172849,2.10626626752112,1.82079004153894,2.06813601429206,1.77476596567015,2.01924376653811,1.70122902394405,1.95096167365455
1.508,2.38390178662761,2.09762231052226,1.85393297584831,2.105560843969,1.81992996313861,2.06744963800066,1.77395587629913,2.01857714154792,1.70051433891263,1.95031348213519
1.509,2.38310326801903,2.09660895017957,1.85303958259249,2.10485665010323,1.81907094016789,2.06676449462055,1.77314670068111,2.01791178471496,1.6998006186593,1.94966667198924
1.51,2.38230582835033,2.09559649431095,1.85214735196101,2.1041536859238,1.81821297262679,2.06608058415173,1.77233843881608,2.01724769603923,1.69908786318406,1.9490212432167
1.511,2.38150946762151,2.09458494291643,1.85125628395388,2.10345195143071,1.8173560605153,2.0653979065942,1.77153109070404,2.01658487552072,1.69837607248691,1.94837719581756
1.512,2.38071418583258,2.09357429599599,1.85036637857111,2.10275144662396,1.81650020383342,2.06471646194796,1.77072465634499,2.01592332315944,1.69766524656786,1.94773452979182
1.513,2.37991998298353,2.09256455354963,1.84947763581268,2.10205217150355,1.81564540258115,2.06403625021302,1.76991913573892,2.01526303895538,1.6969553854269,1.94709324513949
1.514,2.37912685907436,2.09155571557736,1.8485900556786,2.10135412606949,1.8147916567585,2.06335727138936,1.76911452888585,2.01460402290855,1.69624648906403,1.94645334186056
1.515,2.37833481410508,2.09054778207917,1.84770363816888,2.10065731032176,1.81393896636545,2.06267952547699,1.76831083578577,2.01394627501895,1.69553855747926,1.94581481995504
1.516,2.37754384807567,2.08954075305507,1.8468183832835,2.09996172426038,1.81308733140203,2.06200301247591,1.76750805643868,2.01328979528657,1.69483159067258,1.94517767942292
1.517,2.37675396098615,2.08853462850506,1.84593429102247,2.09926736788534,1.81223675186821,2.06132773238612,1.76670619084458,2.01263458371142,1.69412558864399,1.9445419202642
1.518,2.37596515283652,2.08752940842913,1.84505136138579,2.09857424119664,1.81138722776401,2.06065368520763,1.76590523900347,2.01198064029349,1.6934205513935,1.94390754247889
1.519,2.37517742362676,2.08652509282728,1.84416959437346,2.09788234419429,1.81053875908942,2.05998087094042,1.76510520091535,2.0113279650328,1.6927164789211,1.94327454606699
1.52,2.37439077335689,2.08552168169952,1.84328898998548,2.09719167687827,1.80969134584444,2.0593092895845,1.76430607658021,2.01067655792932,1.69201337122679,1.94264293102849
1.521,2.3736052020269,2.08451917504585,1.84240954822185,2.0965022392486,1.80884498802908,2.05863894113988,1.76350786599807,2.01002641898307,1.69131122831057,1.94201269736339
1.522,2.3728207096368,2.08351757286626,1.84153126908257,2.09581403130527,1.80799968564333,2.05796982560654,1.76271056916892,2.00937754819405,1.69061005017245,1.9413838450717
1.523,2.37203729618657,2.08251687516075,1.84065415256764,2.09512705304828,1.80715543868719,2.05730194298449,1.76191418609276,2.00872994556226,1.68990983681242,1.94075637415341
1.524,2.37125496167623,2.08151708192933,1.83977819867706,2.09444130447763,1.80631224716067,2.05663529327374,1.76111871676959,2.00808361108769,1.68921058823049,1.94013028460853
1.525,2.37047370610578,2.080518193172,1.83890340741083,2.09375678559333,1.80547011106376,2.05596987647427,1.76032416119941,2.00743854477035,1.68851230442665,1.93950557643705
1.526,2.3696935294752,2.07952020888875,1.83802977876895,2.09307349639536,1.80462903039646,2.0553056925861,1.75953051938222,2.00679474661023,1.6878149854009,1.93888224963897
1.527,2.36891443178451,2.07852312907959,1.83715731275142,2.09239143688374,1.80378900515877,2.05464274160921,1.75873779131802,2.00615221660734,1.68711863115325,1.9382603042143
1.528,2.3681364130337,2.07752695374451,1.83628600935823,2.09171060705846,1.8029500353507,2.05398102354362,1.75794597700681,2.00551095476168,1.68642324168368,1.93763974016304
1.529,2.36735947322277,2.07653168288352,1.8354158685894,2.09103100691952,1.80211212097224,2.05332053838931,1.75715507644858,2.00487096107324,1.68572881699222,1.93702055748518
1.53,2.36658361235173,2.07553731649661,1.83454689044492,2.09035263646693,1.80127526202339,2.0526612861463,1.75636508964335,2.00423223554203,1.68503535707884,1.93640275618072
1.531,2.36580883042057,2.07454385458379,1.83367907492478,2.08967549570067,1.80043945850416,2.05200326681458,1.75557601659111,2.00359477816804,1.68434286194356,1.93578633624967
1.532,2.36503512742929,2.07355129714505,1.832812422029,2.08899958462076,1.79960471041454,2.05134648039414,1.75478785729186,2.00295858895128,1.68365133158637,1.93517129769202
1.533,2.36426250337789,2.0725596441804,1.83194693175756,2.08832490322719,1.79877101775453,2.050690926885,1.7540006117456,2.00232366789175,1.68296076600727,1.93455764050778
1.534,2.36349095826638,2.07156889568983,1.83108260411048,2.08765145151996,1.79793838052413,2.05003660628715,1.75321427995233,2.00169001498944,1.68227116520627,1.93394536469694
1.535,2.36272049209475,2.07057905167335,1.83021943908774,2.08697922949907,1.79710679872335,2.04938351860058,1.75242886191205,2.00105763024436,1.68158252918336,1.9333344702595
1.536,2.361951104863,2.06959011213095,1.82935743668936,2.08630823716453,1.79627627235218,2.04873166382531,1.75164435762476,2.0004265136565,1.68089485793855,1.93272495719547
1.537,2.36118279657114,2.06860207706264,1.82849659691532,2.08563847451632,1.79544680141062,2.04808104196133,1.75086076709046,1.99979666522587,1.68020815147182,1.93211682550485
1.538,2.36041556721916,2.06761494646841,1.82763691976563,2.08496994155446,1.79461838589868,2.04743165300864,1.75007809030915,1.99916808495247,1.67952240978319,1.93151007518763
1.539,2.35964941680706,2.06662872034827,1.8267784052403,2.08430263827894,1.79379102581635,2.04678349696723,1.74929632728083,1.99854077283629,1.67883763287266,1.93090470624381
1.54,2.35888434533484,2.06564339870221,1.82592105333931,2.08363656468976,1.79296472116363,2.04613657383712,1.7485154780055,1.99791472887734,1.67815382074021,1.9303007186734
1.541,2.35812035280251,2.06465898153024,1.82506486406267,2.08297172078692,1.79213947194053,2.0454908836183,1.74773554248316,1.99728995307562,1.67747097338586,1.92969811247639
1.542,2.35735743921006,2.06367546883236,1.82420983741038,2.08230810657043,1.79131527814703,2.04484642631077,1.74695652071381,1.99666644543112,1.67678909080961,1.92909688765279
1.543,2.35659560455749,2.06269286060856,1.82335597338245,2.08164572204027,1.79049213978315,2.04420320191453,1.74617841269745,1.99604420594385,1.67610817301145,1.92849704420259
1.544,2.3558348488448,2.06171115685884,1.82250327197886,2.08098456719646,1.78967005684889,2.04356121042958,1.74540121843408,1.9954232346138,1.67542821999137,1.92789858212579
1.545,2.355075172072,2.06073035758321,1.82165173319962,2.08032464203899,1.78884902934423,2.04292045185592,1.7446249379237,1.99480353144098,1.6747492317494,1.9273015014224
1.546,2.35431657423908,2.05975046278166,1.82080135704473,2.07966594656786,1.78802905726919,2.04228092619355,1.74384957116631,1.99418509642538,1.67407120828551,1.92670580209242
1.547,2.35355905534604,2.0587714724542,1.81995214351419,2.07900848078308,1.78721014062377,2.04164263344247,1.74307511816191,1.99356792956702,1.67339414959972,1.92611148413584
1.548,2.35280261539289,2.05779338660083,1.819104092608,2.07835224468463,1.78639227940795,2.04100557360268,1.74230157891051,1.99295203086587,1.67271805569203,1.92551854755266
1.549,2.35204725437962,2.05681620522154,1.81825720432616,2.07769723827253,1.78557547362175,2.04036974667418,1.74152895341209,1.99233740032196,1.67204292656242,1.92492699234289
1.55,2.35129297230623,2.05583992831634,1.81741147866866,2.07704346154677,1.78475972326516,2.03973515265697,1.74075724166666,1.99172403793527,1.67136876221091,1.92433681850652
1.551,2.35053976917272,2.05486455588522,1.81656691563552,2.07639091450735,1.78394502833818,2.03910179155105,1.73998644367422,1.9911119437058,1.67069556263749,1.92374802604356
1.552,2.3497876449791,2.05389008792818,1.81572351522673,2.07573959715427,1.78313138884082,2.03846966335642,1.73921655943477,1.99050111763357,1.67002332784217,1.923160614954
1.553,2.34903659972536,2.05291652444523,1.81488127744229,2.07508950948754,1.78231880477307,2.03783876807309,1.73844758894831,1.98989155971855,1.66935205782494,1.92257458523784
1.554,2.3482866334115,2.05194386543637,1.8140402022822,2.07444065150714,1.78150727613493,2.03720910570104,1.73767953221484,1.98928326996077,1.6686817525858,1.92198993689509
1.555,2.34753774603753,2.05097211090159,1.81320028974645,2.07379302321309,1.78069680292641,2.03658067624028,1.73691238923436,1.98867624836021,1.66801241212475,1.92140666992575
1.556,2.34678993760344,2.0500012608409,1.81236153983506,2.07314662460538,1.7798873851475,2.03595347969081,1.73614616000687,1.98807049491688,1.6673440364418,1.92082478432981
1.557,2.34604320810923,2.04903131525429,1.81152395254801,2.07250145568401,1.7790790227982,2.03532751605264,1.73538084453237,1.98746600963077,1.66667662553694,1.92024428010727
1.558,2.3452975575549,2.04806227414177,1.81068752788532,2.07185751644899,1.77827171587851,2.03470278532575,1.73461644281087,1.98686279250189,1.66601017941018,1.91966515725814
1.559,2.34455298594046,2.04709413750333,1.80985226584698,2.0712148069003,1.77746546438844,2.03407928751015,1.73385295484235,1.98626084353023,1.66534469806151,1.91908741578241
1.56,2.3438094932659,2.04612690533898,1.80901816643298,2.07057332703796,1.77666026832798,2.03345702260585,1.73309038062682,1.9856601627158,1.66468018149093,1.91851105568009
1.561,2.34306707953122,2.04516057764871,1.80818522964333,2.06993307686196,1.77585612769714,2.03283599061283,1.73232872016428,1.9850607500586,1.66401662969844,1.91793607695117
1.562,2.34232574473642,2.04419515443253,1.80735345547804,2.0692940563723,1.7750530424959,2.03221619153111,1.73156797345473,1.98446260555862,1.66335404268405,1.91736247959565
1.563,2.34158548888151,2.04323063569043,1.80652284393709,2.06865626556898,1.77425101272428,2.03159762536067,1.73080814049817,1.98386572921587,1.66269242044775,1.91679026361354
1.564,2.34084631196648,2.04226702142242,1.8056933950205,2.068019704452,1.77345003838227,2.03098029210153,1.73004922129461,1.98327012103035,1.66203176298955,1.91621942900484
1.565,2.34010821399133,2.04130431162849,1.80486510872825,2.06738437302137,1.77265011946988,2.03036419175367,1.72929121584403,1.98267578100205,1.66137207030943,1.91564997576954
1.566,2.33937119495607,2.04034250630865,1.80403798506035,2.06675027127708,1.77185125598709,2.02974932431711,1.72853412414644,1.98208270913098,1.66071334240741,1.91508190390764
1.567,2.33863525486069,2.03938160546289,1.8032120240168,2.06611739921913,1.77105344793393,2.02913568979183,1.72777794620184,1.98149090541713,1.66005557928349,1.91451521341915
1.568,2.33790039370519,2.03842160909122,1.8023872255976,2.06548575684752,1.77025669531037,2.02852328817785,1.72702268201023,1.98090036986051,1.65939878093765,1.91394990430406
1.569,2.33716661148957,2.03746251719364,1.80156358980275,2.06485534416225,1.76946099811643,2.02791211947515,1.72626833157162,1.98031110246112,1.65874294736991,1.91338597656238
1.57,2.33643390821384,2.03650432977014,1.80074111663226,2.06422616116333,1.7686663563521,2.02730218368375,1.72551489488599,1.97972310321895,1.65808807858027,1.9128234301941
1.571,2.33570228387799,2.03554704682072,1.79991980608611,2.06359820785074,1.76787277001738,2.02669348080364,1.72476237195335,1.97913637213401,1.65743417456871,1.91226226519922
1.572,2.33497173848202,2.03459066834539,1.79909965816431,2.0629714842245,1.76708023911227,2.02608601083481,1.7240107627737,1.97855090920629,1.65678123533525,1.91170248157775
1.573,2.33424227202593,2.03363519434414,1.79828067286686,2.0623459902846,1.76628876363678,2.02547977377728,1.72326006734705,1.9779667144358,1.65612926087989,1.91114407932969
1.574,2.33351388450973,2.03268062481698,1.79746285019376,2.06172172603104,1.7654983435909,2.02487476963104,1.72251028567338,1.97738378782254,1.65547825120261,1.91058705845503
1.575,2.33278657593341,2.03172695976391,1.796646190145,2.06109869146383,1.76470897897463,2.02427099839609,1.7217614177527,1.9768021293665,1.65482820630343,1.91003141895377
1.576,2.33206034629697,2.03077419918492,1.7958306927206,2.06047688658295,1.76392066978798,2.02366846007242,1.72101346358501,1.97622173906769,1.65417912618235,1.90947716082592
1.577,2.33133519560042,2.02982234308002,1.79501635792055,2.05985631138842,1.76313341603094,2.02306715466005,1.72026642317032,1.9756426169261,1.65353101083935,1.90892428407147
1.578,2.33061112384375,2.0288713914492,1.79420318574485,2.05923696588023,1.76234721770351,2.02246708215897,1.71952029650861,1.97506476294175,1.65288386027445,1.90837278869043
1.579,2.32988813102696,2.02792134429246,1.7933911761935,2.05861885005838,1.7615620748057,2.02186824256918,1.71877508359989,1.97448817711461,1.65223767448764,1.90782267468279
1.58,2.32916621715005,2.02697220160981,1.79258032926649,2.05800196392287,1.7607779873375,2.02127063589068,1.71803078444416,1.97391285944471,1.65159245347893,1.90727394204856
1.581,2.32844538221303,2.02602396340125,1.79177064496384,2.05738630747371,1.75999495529891,2.02067426212347,1.71728739904143,1.97333880993203,1.65094819724831,1.90672659078773
1.582,2.32772562621589,2.02507662966677,1.79096212328553,2.05677188071088,1.75921297868993,2.02007912126755,1.71654492739168,1.97276602857657,1.65030490579578,1.9061806209003
1.583,2.32700694915863,2.02413020040638,1.79015476423158,2.0561586836344,1.75843205751057,2.01948521332292,1.71580336949492,1.97219451537834,1.64966257912134,1.90563603238628
1.584,2.32628935104126,2.02318467562007,1.78934856780198,2.05554671624426,1.75765219176082,2.01889253828958,1.71506272535116,1.97162427033734,1.649021217225,1.90509282524566
1.585,2.32557283186376,2.02224005530785,1.78854353399672,2.05493597854046,1.75687338144068,2.01830109616753,1.71432299496038,1.97105529345356,1.64838082010675,1.90455099947845
1.586,2.32485739162616,2.02129633946971,1.78773966281582,2.054326470523,1.75609562655016,2.01771088695677,1.71358417832259,1.97048758472701,1.6477413877666,1.90401055508464
1.587,2.32414303032843,2.02035352810566,1.78693695425926,2.05371819219189,1.75531892708925,2.0171219106573,1.7128462754378,1.96992114415769,1.64710292020454,1.90347149206424
1.588,2.32342974797058,2.01941162121569,1.78613540832705,2.05311114354712,1.75454328305795,2.01653416726912,1.71210928630599,1.96935597174559,1.64646541742057,1.90293381041724
1.589,2.32271754455262,2.01847061879981,1.7853350250192,2.05250532458868,1.75376869445627,2.01594765679223,1.71137321092717,1.96879206749072,1.64582887941469,1.90239751014365
1.59,2.32200642007455,2.01753052085801,1.78453580433569,2.05190073531659,1.75299516128419,2.01536237922663,1.71063804930135,1.96822943139307,1.64519330618691,1.90186259124346
1.591,2.32129637453635,2.0165913273903,1.78373774627653,2.05129737573085,1.75222268354173,2.01477833457232,1.70990380142851,1.96766806345265,1.64455869773722,1.90132905371667
1.592,2.32058740793804,2.01565303839667,1.78294085084172,2.05069524583144,1.75145126122889,2.01419552282931,1.70917046730867,1.96710796366946,1.64392505406563,1.90079689756329
1.593,2.31987952027961,2.01471565387713,1.78214511803127,2.05009434561838,1.75068089434565,2.01361394399758,1.70843804694181,1.96654913204349,1.64329237517212,1.90026612278331
1.594,2.31917271156106,2.01377917383167,1.78135054784516,2.04949467509165,1.74991158289203,2.01303359807714,1.70770654032794,1.96599156857475,1.64266066105671,1.89973672937674
1.595,2.31846698178239,2.0128435982603,1.7805571402834,2.04889623425127,1.74914332686802,2.01245448506799,1.70697594746707,1.96543527326324,1.6420299117194,1.89920871734357
1.596,2.31776233094361,2.01190892716302,1.77976489534599,2.04829902309723,1.74837612627363,2.01187660497014,1.70624626835918,1.96488024610895,1.64140012716018,1.89868208668381
1.597,2.31705875904471,2.01097516053981,1.77897381303293,2.04770304162954,1.74760998110885,2.01129995778357,1.70551750300429,1.96432648711188,1.64077130737905,1.89815683739745
1.598,2.3163562660857,2.0100422983907,1.77818389334422,2.04710828984818,1.74684489137368,2.0107245435083,1.70478965140238,1.96377399627205,1.64014345237601,1.8976329694845
1.599,2.31565485206656,2.00911034071567,1.77739513627986,2.04651476775317,1.74608085706812,2.01015036214431,1.70406271355346,1.96322277358944,1.63951656215107,1.89711048294495
1.6,2.31495451698731,2.00817928751472,1.77660754183985,2.0459224753445,1.74531787819218,2.00957741369161,1.70333668945754,1.96267281906405,1.63889063670422,1.8965893777788
1.601,2.31425526084795,2.00724913878786,1.77582111002418,2.04533141262217,1.74455595474585,2.00900569815021,1.7026115791146,1.96212413269589,1.63826567603546,1.89606965398606
1.602,2.31355708364846,2.00631989453509,1.77503584083287,2.04474157958618,1.74379508672913,2.00843521552009,1.70188738252466,1.96157671448496,1.6376416801448,1.89555131156673
1.603,2.31285998538886,2.0053915547564,1.77425173426591,2.04415297623653,1.74303527414203,2.00786596580127,1.7011640996877,1.96103056443125,1.63701864903223,1.89503435052079
1.604,2.31216396606914,2.00446411945179,1.7734687903233,2.04356560257323,1.74227651698454,2.00729794899373,1.70044173060374,1.96048568253477,1.63639658269775,1.89451877084827
1.605,2.3114690256893,2.00353758862127,1.77268700900503,2.04297945859626,1.74151881525666,2.00673116509749,1.69972027527276,1.95994206879552,1.63577548114136,1.89400457254914
1.606,2.31077516424935,2.00261196226484,1.77190639031112,2.04239454430564,1.74076216895839,2.00616561411253,1.69899973369478,1.95939972321349,1.63515534436307,1.89349175562343
1.607,2.31008238174928,2.00168724038249,1.77112693424156,2.04181085970136,1.74000657808974,2.00560129603887,1.69828010586978,1.95885864578869,1.63453617236288,1.89298032007111
1.608,2.30939067818909,2.00076342297423,1.77034864079634,2.04122840478343,1.7392520426507,2.0050382108765,1.69756139179778,1.95831883652111,1.63391796514077,1.8924702658922
1.609,2.30870005356878,1.99984051004005,1.76957150997548,2.04064717955183,1.73849856264127,2.00447635862541,1.69684359147876,1.95778029541076,1.63330072269676,1.8919615930867
1.61,2.30801050788836,1.99891850157995,1.76879554177896,2.04006718400658,1.73774613806146,2.00391573928562,1.69612670491274,1.95724302245764,1.63268444503084,1.8914543016546
1.611,2.30732204114782,1.99799739759395,1.7680207362068,2.03948841814766,1.73699476891125,2.00335635285712,1.6954107320997,1.95670701766174,1.63206913214302,1.8909483915959
1.612,2.30663465334716,1.99707719808202,1.76724709325898,2.03891088197509,1.73624445519067,2.00279819933991,1.69469567303966,1.95617228102307,1.63145478403329,1.89044386291061
1.613,2.30594834448638,1.99615790304419,1.76647461293552,2.03833457548886,1.73549519689969,2.00224127873398,1.6939815277326,1.95563881254162,1.63084140070165,1.88994071559872
1.614,2.30526311456549,1.99523951248043,1.7657032952364,2.03775949868898,1.73474699403833,2.00168559103935,1.69326829617854,1.95510661221741,1.6302289821481,1.88943894966024
1.615,2.30457896358448,1.99432202639077,1.76493314016163,2.03718565157543,1.73399984660658,2.00113113625601,1.69255597837746,1.95457568005041,1.62961752837265,1.88893856509516
1.616,2.30389589154336,1.99340544477518,1.76416414771122,2.03661303414823,1.73325375460444,2.00057791438396,1.69184457432938,1.95404601604064,1.62900703937529,1.88843956190348
1.617,2.30321389844211,1.99248976763369,1.76339631788515,2.03604164640737,1.73250871803192,2.0000259254232,1.69113408403428,1.9535176201881,1.62839751515603,1.88794194008521
1.618,2.30253298428075,1.99157499496627,1.76262965068343,2.03547148835285,1.73176473688901,1.99947516937373,1.69042450749218,1.95299049249279,1.62778895571485,1.88744569964035
1.619,2.30185314905927,1.99066112677295,1.76186414610606,2.03490255998467,1.73102181117571,1.99892564623554,1.68971584470307,1.9524646329547,1.62718136105178,1.88695084056889
1.62,2.30117439277768,1.98974816305371,1.76109980415304,2.03433486130283,1.73027994089202,1.99837735600865,1.68900809566694,1.95194004157384,1.62657473116679,1.88645736287083
1.621,2.30049671543597,1.98883610380855,1.76033662482437,2.03376839230734,1.72953912603795,1.99783029869305,1.68830126038381,1.9514167183502,1.6259690660599,1.88596526654618
1.622,2.29982011703413,1.98792494903748,1.75957460812005,2.03320315299819,1.72879936661349,1.99728447428874,1.68759533885366,1.95089466328379,1.6253643657311,1.88547455159493
1.623,2.29914459757219,1.98701469874049,1.75881375404008,2.03263914337538,1.72806066261865,1.99673988279572,1.68689033107651,1.95037387637461,1.62476063018039,1.88498521801709
1.624,2.29847015705012,1.98610535291759,1.75805406258446,2.03207636343891,1.72732301405341,1.99619652421399,1.68618623705235,1.94985435762265,1.62415785940778,1.88449726581265
1.625,2.29779679546794,1.98519691156878,1.75729553375319,2.03151481318878,1.72658642091779,1.99565439854356,1.68548305678117,1.94933610702792,1.62355605341326,1.88401069498162
1.626,2.29712451282564,1.98428937469404,1.75653816754627,2.03095449262499,1.72585088321178,1.99511350578441,1.68478079026299,1.94881912459041,1.62295521219683,1.88352550552399
1.627,2.29645330912323,1.9833827422934,1.7557819639637,2.03039540174755,1.72511640093539,1.99457384593655,1.68407943749779,1.94830341031013,1.6223553357585,1.88304169743976
